"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyQuincy Acy","2015-07-22","Quincy Acy","free agency","Kings","signed unrestricted free agent to a 2-year minimum contract","On 2015-07-22, Quincy Acy is signed unrestricted free agent to a 2-year minimum contract by Kings",FALSE,FALSE,"Kings"
"free agencyJonathon Simmons","2015-07-22","Jonathon Simmons","free agency","Spurs","signed free agent to a 2-year contract / 1-year minimum contract (P)","On 2015-07-22, Jonathon Simmons is signed free agent to a 2-year contract / 1-year minimum contract (P) by Spurs",FALSE,FALSE,"Spurs"
"free agencyTerran Petteway","2015-07-23","Terran Petteway","free agency","Hawks","signed free agent to a 1-year minimum contract","On 2015-07-23, Terran Petteway is signed free agent to a 1-year minimum contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyJohn Jenkins","2015-07-23","John Jenkins","free agency","Mavericks","signed unrestricted free agent to a 3-year minimum contract (last 2 years are team option)","On 2015-07-23, John Jenkins is signed unrestricted free agent to a 3-year minimum contract (last 2 years are team option) by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyMaurice Ndour / Maurice N'dour","2015-07-23","Maurice Ndour / Maurice N'dour","free agency","Mavericks","signed free agent to a 4-year contract / 3-year minimum contract (last 2 years are team option) (P)","On 2015-07-23, Maurice Ndour / Maurice N'dour is signed free agent to a 4-year contract / 3-year minimum contract (last 2 years are team option) (P) by Mavericks",FALSE,FALSE,"Mavericks"
"Axel Toupanefree agency","2015-07-23","Axel Toupane","free agency","Raptors","signed free agent to a 1-year minimum contract","On 2015-07-23, Axel Toupane is signed free agent to a 1-year minimum contract by Raptors",FALSE,FALSE,"Raptors"
"free agencyMichale Kyser","2015-07-23","Michale Kyser","free agency","Raptors","signed free agent to a 1-year minimum contract","On 2015-07-23, Michale Kyser is signed free agent to a 1-year minimum contract by Raptors",FALSE,FALSE,"Raptors"
"Cliff Alexanderfree agency","2015-07-24","Cliff Alexander","free agency","Blazers","signed free agent to a 2-year minimum contract","On 2015-07-24, Cliff Alexander is signed free agent to a 2-year minimum contract by Blazers",FALSE,FALSE,"Blazers"
"free agencyMarcus Thornton (T.)","2015-07-24","Marcus Thornton (T.)","free agency","Rockets","signed unrestricted free agent to a 1-year minimum contract","On 2015-07-24, Marcus Thornton (T.) is signed unrestricted free agent to a 1-year minimum contract by Rockets",FALSE,FALSE,"Rockets"
"cashMike Miller","2015-07-27","Mike Miller","cash","Blazers","trade with Cavaliers","On 2015-07-27, Blazers make trade with Cavaliers for Mike Miller, and in exhchange give 2 trade exceptions (?) (?) / cash considerations (P S) to them.",FALSE,FALSE,"Blazers, Cavaliers"
"David LeeGerald Wallace","2015-07-27","David Lee","Gerald Wallace","Celtics","trade with Warriors","On 2015-07-27, Celtics make trade with Warriors for David Lee, and in exhchange give Gerald Wallace to them.",FALSE,FALSE,"Celtics, Warriors"
"Chris BabbDavid Lee","2015-07-27","David Lee","Chris Babb","Celtics","trade with Warriors","On 2015-07-27, Celtics make trade with Warriors for David Lee, and in exhchange give Chris Babb to them.",FALSE,FALSE,"Celtics, Warriors"
"Brandon Ashleyfree agency","2015-07-27","Brandon Ashley","free agency","Mavericks","signed free agent to a 3-year, non-guaranteed, minimum contract","On 2015-07-27, Brandon Ashley is signed free agent to a 3-year, non-guaranteed, minimum contract by Mavericks",FALSE,FALSE,"Mavericks"
"Andre Millerfree agency","2015-07-29","Andre Miller","free agency","Timberwolves","signed unrestricted free agent to a 1-year contract (CBC)","On 2015-07-29, Andre Miller is signed unrestricted free agent to a 1-year contract (CBC) by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencySalah Mejri","2015-07-30","Salah Mejri","free agency","Mavericks","signed free agent to a 3-year, non-guaranteed contract","On 2015-07-30, Salah Mejri is signed free agent to a 3-year, non-guaranteed contract by Mavericks",FALSE,FALSE,"Mavericks"
"Gerald WallaceJason Thompson","2015-07-31","Gerald Wallace","Jason Thompson","76ers","trade with Warriors","On 2015-07-31, 76ers make trade with Warriors for Gerald Wallace, and in exhchange give Jason Thompson to them.",FALSE,FALSE,"76ers, Warriors"
"cashJason Thompson","2015-07-31","cash","Jason Thompson","76ers","trade with Warriors","On 2015-07-31, 76ers make trade with Warriors for cash considerations, and in exhchange give Jason Thompson to them.",FALSE,FALSE,"76ers, Warriors"
"free agencyJeremy Evans","2015-07-31","Jeremy Evans","free agency","Mavericks","signed unrestricted free agent to a 2-year, minimum contract","On 2015-07-31, Jeremy Evans is signed unrestricted free agent to a 2-year, minimum contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyMelvin Ejim","2015-08-04","Melvin Ejim","free agency","Magic","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-08-04, Melvin Ejim is signed free agent to a 1-year, non-guaranteed, minimum contract by Magic",FALSE,FALSE,"Magic"
"free agencyKevin Seraphin","2015-08-06","Kevin Seraphin","free agency","Knicks","signed unrestricted free agent to a 1-year, $2.8M contract","On 2015-08-06, Kevin Seraphin is signed unrestricted free agent to a 1-year, $2.8M contract by Knicks",FALSE,FALSE,"Knicks"
"free agencyShannon Scott","2015-08-06","Shannon Scott","free agency","Raptors","signed free agent","On 2015-08-06, Shannon Scott is signed free agent by Raptors",FALSE,FALSE,"Raptors"
"free agencyJonathan Holmes","2015-08-13","Jonathan Holmes","free agency","Lakers","signed free agent to a 2-year minimum contract","On 2015-08-13, Jonathan Holmes is signed free agent to a 2-year minimum contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyTreveon Graham","2015-08-14","Treveon Graham","free agency","Jazz","signed free agent","On 2015-08-14, Treveon Graham is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"free agencyJason Richardson","2015-08-18","Jason Richardson","free agency","Hawks","signed unrestricted free agent to a summer contract / 1-year, non-guaranteed, minimum contract (P)","On 2015-08-18, Jason Richardson is signed unrestricted free agent to a summer contract / 1-year, non-guaranteed, minimum contract (P) by Hawks",FALSE,FALSE,"Hawks"
"free agencyTayshaun Prince","2015-08-18","Tayshaun Prince","free agency","Timberwolves","signed unrestricted free agent to a 1-year contract (NBA R)","On 2015-08-18, Tayshaun Prince is signed unrestricted free agent to a 1-year contract (NBA R) by Timberwolves",FALSE,FALSE,"Timberwolves"
"Bryce Dejean-Jonesfree agency","2015-08-20","Bryce Dejean-Jones","free agency","Pelicans","signed free agent to a 3-year minimum contract (last 2 years are team option)","On 2015-08-20, Bryce Dejean-Jones is signed free agent to a 3-year minimum contract (last 2 years are team option) by Pelicans",FALSE,FALSE,"Pelicans"
"Corey Hawkinsfree agency","2015-08-21","Corey Hawkins","free agency","Heat","signed free agent to a summer contract / 1-year, non-guaranteed, minimum contract (P)","On 2015-08-21, Corey Hawkins is signed free agent to a summer contract / 1-year, non-guaranteed, minimum contract (P) by Heat",FALSE,FALSE,"Heat"
"free agencyJeff Withey","2015-08-24","Jeff Withey","free agency","Jazz","signed unrestricted free agent to a 1-year contract with a 1-year team option","On 2015-08-24, Jeff Withey is signed unrestricted free agent to a 1-year contract with a 1-year team option by Jazz",FALSE,FALSE,"Jazz"
"free agencyMichael Frazier II","2015-08-25","Michael Frazier II","free agency","Lakers","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-08-25, Michael Frazier II is signed free agent to a 1-year, non-guaranteed, minimum contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyJ.J. O'Brien","2015-08-28","J.J. O'Brien","free agency","Jazz","signed free agent to a 1-year contract","On 2015-08-28, J.J. O'Brien is signed free agent to a 1-year contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyRemi Yusuf","2015-09-02","Remi Yusuf","free agency","Rockets","signed free agent to a summer contract","On 2015-09-02, Remi Yusuf is signed free agent to a summer contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyGreg Whittington","2015-09-03","Greg Whittington","free agency","Heat","signed free agent to a summer contract / 1-year, non-guaranteed, minimum contract","On 2015-09-03, Greg Whittington is signed free agent to a summer contract / 1-year, non-guaranteed, minimum contract by Heat",FALSE,FALSE,"Heat"
"Denzel Livingstonfree agency","2015-09-03","Denzel Livingston","free agency","Rockets","signed free agent to a summer contract","On 2015-09-03, Denzel Livingston is signed free agent to a summer contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyWill Cummings","2015-09-03","Will Cummings","free agency","Rockets","signed free agent to a summer contract","On 2015-09-03, Will Cummings is signed free agent to a summer contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyVincent Hunter / Vince Hunter","2015-09-07","Vincent Hunter / Vince Hunter","free agency","Kings","signed free agent","On 2015-09-07, Vincent Hunter / Vince Hunter is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyWesley Saunders","2015-09-07","Wesley Saunders","free agency","Knicks","signed free agent","On 2015-09-07, Wesley Saunders is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"Chris Walkerfree agency","2015-09-07","Chris Walker","free agency","Rockets","signed free agent","On 2015-09-07, Chris Walker is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencySasha Kaun","2015-09-09","Sasha Kaun","free agency","Cavaliers","signed free agent to a 2-year, $2.6M contract","On 2015-09-09, Sasha Kaun is signed free agent to a 2-year, $2.6M contract by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyMarcelinho Huertas / Marcelo Huertas","2015-09-09","Marcelinho Huertas / Marcelo Huertas","free agency","Lakers","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-09-09, Marcelinho Huertas / Marcelo Huertas is signed free agent to a 1-year, non-guaranteed, minimum contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyOlivier Hanlan","2015-09-10","free agency","Olivier Hanlan","Jazz","waived","On 2015-09-10, Olivier Hanlan becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"Darion Atkinsfree agency","2015-09-10","Darion Atkins","free agency","Knicks","signed free agent","On 2015-09-10, Darion Atkins is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"free agencyRobert Upshaw","2015-09-14","Robert Upshaw","free agency","Lakers","signed free agent to a 2-year contract","On 2015-09-14, Robert Upshaw is signed free agent to a 2-year contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyJason Washburn","2015-09-15","Jason Washburn","free agency","Hornets","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-09-15, Jason Washburn is signed free agent to a 1-year, non-guaranteed, minimum contract by Hornets",FALSE,FALSE,"Hornets"
"free agencySam Thompson","2015-09-15","Sam Thompson","free agency","Hornets","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-09-15, Sam Thompson is signed free agent to a 1-year, non-guaranteed, minimum contract by Hornets",FALSE,FALSE,"Hornets"
"free agencyKyle Casey","2015-09-16","Kyle Casey","free agency","Suns","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-09-16, Kyle Casey is signed free agent to a 1-year, non-guaranteed, minimum contract by Suns",FALSE,FALSE,"Suns"
"free agencyNick Wiggins","2015-09-17","Nick Wiggins","free agency","Timberwolves","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-09-17, Nick Wiggins is signed free agent to a 1-year, non-guaranteed, minimum contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJon Horford","2015-09-18","Jon Horford","free agency","Bucks","signed free agent to a 1-year, non-guaranteed, minimum contract (P)","On 2015-09-18, Jon Horford is signed free agent to a 1-year, non-guaranteed, minimum contract (P) by Bucks",FALSE,FALSE,"Bucks"
"free agencyKleon Penn","2015-09-18","Kleon Penn","free agency","Timberwolves","signed free agent to a 1-year, non-guaranteed, minimum contract","On 2015-09-18, Kleon Penn is signed free agent to a 1-year, non-guaranteed, minimum contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyTravis Trice","2015-09-22","Travis Trice","free agency","Knicks","signed free agent to a 1-year minimum contract","On 2015-09-22, Travis Trice is signed free agent to a 1-year minimum contract by Knicks",FALSE,FALSE,"Knicks"
"Corey Websterfree agency","2015-09-22","Corey Webster","free agency","Pelicans","signed free agent to a minimum contract","On 2015-09-22, Corey Webster is signed free agent to a minimum contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJoshua Smith","2015-09-22","Joshua Smith","free agency","Rockets","signed free agent","On 2015-09-22, Joshua Smith is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyNikoloz Tskitishvili","2015-09-23","Nikoloz Tskitishvili","free agency","Clippers","signed free agent","On 2015-09-23, Nikoloz Tskitishvili is signed free agent by Clippers",FALSE,FALSE,"Clippers"
"Anthony Bennettfree agency","2015-09-23","free agency","Anthony Bennett","Timberwolves","waived","On 2015-09-23, Anthony Bennett becomes a free agent from Timberwolves",FALSE,FALSE,"Timberwolves"
"Edgar Sosafree agency","2015-09-24","Edgar Sosa","free agency","Hawks","signed free agent","On 2015-09-24, Edgar Sosa is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"free agencyJordan Sibert","2015-09-24","Jordan Sibert","free agency","Magic","signed free agent (P)","On 2015-09-24, Jordan Sibert is signed free agent (P) by Magic",FALSE,FALSE,"Magic"
"free agencyNnanna Egwu","2015-09-24","Nnanna Egwu","free agency","Magic","signed free agent","On 2015-09-24, Nnanna Egwu is signed free agent by Magic",FALSE,FALSE,"Magic"
"Dez Wellsfree agency","2015-09-24","Dez Wells","free agency","Thunder","signed free agent","On 2015-09-24, Dez Wells is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyJaleel Roberts","2015-09-24","Jaleel Roberts","free agency","Wizards","signed free agent","On 2015-09-24, Jaleel Roberts is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyOmari Johnson","2015-09-25","Omari Johnson","free agency","Blazers","signed free agent","On 2015-09-25, Omari Johnson is signed free agent by Blazers",FALSE,FALSE,"Blazers"
"free agencyMarcus Simmons","2015-09-25","Marcus Simmons","free agency","Bulls","signed free agent","On 2015-09-25, Marcus Simmons is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"Corey Waldenfree agency","2015-09-25","Corey Walden","free agency","Celtics","signed free agent (CBC CBS P S)","On 2015-09-25, Corey Walden is signed free agent (CBC CBS P S) by Celtics",FALSE,FALSE,"Celtics"
"Coty Clarkefree agency","2015-09-25","Coty Clarke","free agency","Celtics","signed free agent","On 2015-09-25, Coty Clarke is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyLevi Randolph","2015-09-25","Levi Randolph","free agency","Celtics","signed free agent","On 2015-09-25, Levi Randolph is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyMalcolm Miller","2015-09-25","Malcolm Miller","free agency","Celtics","signed free agent","On 2015-09-25, Malcolm Miller is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyYakhouba Diawara","2015-09-25","Yakhouba Diawara","free agency","Grizzlies","signed free agent (R)","On 2015-09-25, Yakhouba Diawara is signed free agent (R) by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyKostas Papanikolaou","2015-09-25","free agency","Kostas Papanikolaou","Nuggets","waived","On 2015-09-25, Kostas Papanikolaou becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"free agencyJuwan Staten","2015-09-25","Juwan Staten","free agency","Warriors","signed free agent","On 2015-09-25, Juwan Staten is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyJaron Johnson","2015-09-25","Jaron Johnson","free agency","Wizards","signed free agent","On 2015-09-25, Jaron Johnson is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyGerald Wallace","2015-09-26","free agency","Gerald Wallace","76ers","waived (R)","On 2015-09-26, Gerald Wallace becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"free agencyJordan McRae","2015-09-27","Jordan McRae","free agency","76ers","signed free agent","On 2015-09-27, Jordan McRae is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyJake Anderson","2015-09-27","Jake Anderson","free agency","Bulls","signed free agent","On 2015-09-27, Jake Anderson is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"free agencyJordan Crawford","2015-09-28","Jordan Crawford","free agency","Bulls","signed unrestricted free agent","On 2015-09-28, Jordan Crawford is signed unrestricted free agent by Bulls",FALSE,FALSE,"Bulls"
"free agencyNick Minnerath","2015-09-28","Nick Minnerath","free agency","Cavaliers","signed free agent","On 2015-09-28, Nick Minnerath is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyQuinn Cook","2015-09-28","Quinn Cook","free agency","Cavaliers","signed free agent","On 2015-09-28, Quinn Cook is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyLazeric Jones","2015-09-28","Lazeric Jones","free agency","Grizzlies","signed free agent (CBC P)","On 2015-09-28, Lazeric Jones is signed free agent (CBC P) by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyMichael Holyfield","2015-09-28","Michael Holyfield","free agency","Grizzlies","signed free agent","On 2015-09-28, Michael Holyfield is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyMarshall Henderson","2015-09-28","Marshall Henderson","free agency","Kings","signed free agent","On 2015-09-28, Marshall Henderson is signed free agent by Kings",FALSE,FALSE,"Kings"
"Devin Sweetneyfree agency","2015-09-28","Devin Sweetney","free agency","Nuggets","signed free agent","On 2015-09-28, Devin Sweetney is signed free agent by Nuggets",FALSE,FALSE,"Nuggets"
"free agencyOleksiy Pecherov","2015-09-28","Oleksiy Pecherov","free agency","Nuggets","signed free agent","On 2015-09-28, Oleksiy Pecherov is signed free agent by Nuggets",FALSE,FALSE,"Nuggets"
"Deshaun Thomasfree agency","2015-09-28","Deshaun Thomas","free agency","Spurs","signed free agent","On 2015-09-28, Deshaun Thomas is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyKeifer Sykes","2015-09-28","Keifer Sykes","free agency","Spurs","signed free agent","On 2015-09-28, Keifer Sykes is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyYoussou Ndoye","2015-09-28","Youssou Ndoye","free agency","Spurs","signed free agent","On 2015-09-28, Youssou Ndoye is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"Arsalan Kazemifree agency","2015-09-29","Arsalan Kazemi","free agency","Hawks","signed free agent","On 2015-09-29, Arsalan Kazemi is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"Daniel Nwaelele (CBC E) / Dan Nwaelele (CBS NBA P R S)free agency","2015-10-05","free agency","Daniel Nwaelele (CBC E) / Dan Nwaelele (CBS NBA P R S)","Grizzlies","waived","On 2015-10-05, Daniel Nwaelele (CBC E) / Dan Nwaelele (CBS NBA P R S) becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyKadeem Jack","2015-10-05","Kadeem Jack","free agency","Pacers","signed free agent (P)","On 2015-10-05, Kadeem Jack is signed free agent (P) by Pacers",FALSE,FALSE,"Pacers"
"free agencySampson Carter","2015-10-06","Sampson Carter","free agency","Grizzlies","signed free agent","On 2015-10-06, Sampson Carter is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"Alex Stephesonfree agency","2015-10-07","Alex Stepheson","free agency","Grizzlies","signed free agent","On 2015-10-07, Alex Stepheson is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyMichael Dunigan (P) / Mike Dunigan (R)","2015-10-10","free agency","Michael Dunigan (P) / Mike Dunigan (R)","Cavaliers","waived","On 2015-10-10, Michael Dunigan (P) / Mike Dunigan (R) becomes a free agent from Cavaliers",FALSE,FALSE,"Cavaliers"
"free agencyMirza Begic","2015-10-14","Mirza Begic","free agency","Pelicans","signed free agent","On 2015-10-14, Mirza Begic is signed free agent by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyGrant Jerrett","2015-10-15","free agency","Grant Jerrett","Jazz","waived","On 2015-10-15, Grant Jerrett becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"Bo McCalebbfree agency","2015-10-15","Bo McCalebb","free agency","Pelicans","signed free agent","On 2015-10-15, Bo McCalebb is signed free agent by Pelicans",FALSE,FALSE,"Pelicans"
"Briante Weberfree agency","2015-10-19","Briante Weber","free agency","Heat","signed free agent","On 2015-10-19, Briante Weber is signed free agent by Heat",FALSE,FALSE,"Heat"
"Chris Udofiafree agency","2015-10-19","Chris Udofia","free agency","Warriors","signed free agent","On 2015-10-19, Chris Udofia is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyJordan Bachynski","2015-10-22","free agency","Jordan Bachynski","Pistons","waived","On 2015-10-22, Jordan Bachynski becomes a free agent from Pistons",FALSE,FALSE,"Pistons"
"free agencyJulian Washburn","2015-10-22","Julian Washburn","free agency","Spurs","signed free agent","On 2015-10-22, Julian Washburn is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyMichael Cobbins / Mike Cobbins","2015-10-22","Michael Cobbins / Mike Cobbins","free agency","Thunder","signed free agent","On 2015-10-22, Michael Cobbins / Mike Cobbins is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyThanasis Antetokounmpo","2015-10-23","free agency","Thanasis Antetokounmpo","Knicks","waived","On 2015-10-23, Thanasis Antetokounmpo becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyPerry Jones III","2015-10-24","free agency","Perry Jones III","Celtics","waived","On 2015-10-24, Perry Jones III becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyNick Johnson","2015-10-24","free agency","Nick Johnson","Nuggets","waived","On 2015-10-24, Nick Johnson becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"free agencyMichael Cobbins (P) / Mike Cobbins (NBA R)","2015-10-24","free agency","Michael Cobbins (P) / Mike Cobbins (NBA R)","Thunder","waived","On 2015-10-24, Michael Cobbins (P) / Mike Cobbins (NBA R) becomes a free agent from Thunder",FALSE,FALSE,"Thunder"
"free agencyJ.P. Tokoto","2015-10-25","free agency","J.P. Tokoto","76ers","waived","On 2015-10-25, J.P. Tokoto becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"Eric Atkinsfree agency","2015-10-25","Eric Atkins","free agency","Jazz","signed free agent","On 2015-10-25, Eric Atkins is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"free agencyFurkan Aldemir","2015-10-26","free agency","Furkan Aldemir","76ers","waived","On 2015-10-26, Furkan Aldemir becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"free agencyJordan Railey","2015-10-26","Jordan Railey","free agency","76ers","signed free agent","On 2015-10-26, Jordan Railey is signed free agent by 76ers",FALSE,FALSE,"76ers"
"Erick Greenfree agency","2015-11-04","free agency","Erick Green","Nuggets","waived","On 2015-11-04, Erick Green becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"Beno UdrihMario Chalmers","2015-11-10","Mario Chalmers","Beno Udrih","Grizzlies","trade with Heat","On 2015-11-10, Grizzlies make trade with Heat for Mario Chalmers, and in exhchange give Beno Udrih to them.",FALSE,FALSE,"Grizzlies, Heat"
"Jarnell StokesMario Chalmers","2015-11-10","Mario Chalmers","Jarnell Stokes","Grizzlies","trade with Heat","On 2015-11-10, Grizzlies make trade with Heat for Mario Chalmers, and in exhchange give Jarnell Stokes to them.",FALSE,FALSE,"Grizzlies, Heat"
"Beno UdrihJames Ennis","2015-11-10","James Ennis","Beno Udrih","Grizzlies","trade with Heat","On 2015-11-10, Grizzlies make trade with Heat for James Ennis, and in exhchange give Beno Udrih to them.",FALSE,FALSE,"Grizzlies, Heat"
"James EnnisJarnell Stokes","2015-11-10","James Ennis","Jarnell Stokes","Grizzlies","trade with Heat","On 2015-11-10, Grizzlies make trade with Heat for James Ennis, and in exhchange give Jarnell Stokes to them.",FALSE,FALSE,"Grizzlies, Heat"
"free agencyTony Wroten Jr.","2015-12-24","free agency","Tony Wroten Jr.","76ers","waived","On 2015-12-24, Tony Wroten Jr. becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"David MichineauIshmael Smith / Ish Smith","2015-12-24","Ishmael Smith / Ish Smith","David Michineau","76ers","trade with Pelicans","On 2015-12-24, 76ers make trade with Pelicans for Ishmael Smith / Ish Smith, and in exhchange give 2016 second round pick (#39-David Michineau) to them.",TRUE,FALSE,"76ers, Pelicans"
"Frank MasonIshmael Smith / Ish Smith","2015-12-24","Ishmael Smith / Ish Smith","Frank Mason","76ers","trade with Pelicans","On 2015-12-24, 76ers make trade with Pelicans for Ishmael Smith / Ish Smith, and in exhchange give 2017 second round pick (#34-Frank Mason) to them.",TRUE,FALSE,"76ers, Pelicans"
"free agencyRuss Smith","2015-12-29","free agency","Russ Smith","Grizzlies","waived","On 2015-12-29, Russ Smith becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyJoe Harris","2016-01-12","free agency","Joe Harris","Magic","waived","On 2016-01-12, Joe Harris becomes a free agent from Magic",FALSE,FALSE,"Magic"
"Josh SmithMaarty Leunen","2016-01-22","Maarty Leunen","Josh Smith","Clippers","trade with Rockets","On 2016-01-22, Clippers make trade with Rockets for rights to Maarty Leunen, and in exhchange give Josh Smith to them.",FALSE,TRUE,"Clippers, Rockets"
"Maarty LeunenSergei Lishouk / Sergei Lishchuk","2016-01-22","Maarty Leunen","Sergei Lishouk / Sergei Lishchuk","Clippers","trade with Rockets","On 2016-01-22, Clippers make trade with Rockets for rights to Maarty Leunen, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE,TRUE,"Clippers, Rockets"
"cashMaarty Leunen","2016-01-22","Maarty Leunen","cash","Clippers","trade with Rockets","On 2016-01-22, Clippers make trade with Rockets for rights to Maarty Leunen, and in exhchange give cash to them.",FALSE,TRUE,"Clippers, Rockets"
"free agencyJeff Ayres / Jeff Pendergraph","2016-01-23","Jeff Ayres / Jeff Pendergraph","free agency","Clippers","signed free agent to a 10-day contract","On 2016-01-23, Jeff Ayres / Jeff Pendergraph is signed free agent to a 10-day contract by Clippers",FALSE,FALSE,"Clippers"
"Kris HumphriesMarkieff Morris","2016-02-11","Kris Humphries","Markieff Morris","Suns","trade with Wizards","On 2016-02-11, Suns make trade with Wizards for Kris Humphries, and in exhchange give Markieff Morris to them.",FALSE,FALSE,"Suns, Wizards"
"DeJuan BlairMarkieff Morris","2016-02-11","DeJuan Blair","Markieff Morris","Suns","trade with Wizards","On 2016-02-11, Suns make trade with Wizards for DeJuan Blair, and in exhchange give Markieff Morris to them.",FALSE,FALSE,"Suns, Wizards"
"Georgios Papagiannis / Giorgios Papagiannis / George PapagiannisMarkieff Morris","2016-02-11","Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis","Markieff Morris","Suns","trade with Wizards","On 2016-02-11, Suns make trade with Wizards for 2016 first round pick (protected top 9 in 2016-21) (#13-Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis), and in exhchange give Markieff Morris to them.",TRUE,FALSE,"Suns, Wizards"
"Courtney LeeP.J. Hairston","2016-02-16","P.J. Hairston","Courtney Lee","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for P.J. Hairston, and in exhchange give Courtney Lee to them.",FALSE,FALSE,"Grizzlies, Heat, Hornets"
"cashP.J. Hairston","2016-02-16","P.J. Hairston","cash","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for P.J. Hairston, and in exhchange give cash to them.",FALSE,FALSE,"Grizzlies, Heat, Hornets"
"Chris AndersenCourtney Lee","2016-02-16","Chris Andersen","Courtney Lee","Grizzlies","3-team trade with Heat, Hornets","On 2016-02-16, Grizzlies make 3-team trade with Heat, Hornets for Chris Andersen, and in exhchange give Courtney Lee to them.",FALSE,FALSE,"Grizzlies, Heat, Hornets"
